Raiders,0.2717391304347826
Buccaneers,0.38405797101449274
Jaguars,0.4194528875379939
Jets,0.44072948328267475
Falcons,0.49682539682539684
Redskins,0.5248447204968945
Titans,0.5412698412698412
Vikings,0.5516717325227963
Saints,0.5886524822695035
Rams,0.6
Bears,0.662613981762918
Texans,0.6785714285714286
Browns,0.6914893617021276
Dolphins,0.7234042553191489
Giants,0.7264437689969605
Steelers,0.7825396825396825
Chiefs,0.7826086956521738
Panthers,0.7826086956521738
Seahawks,0.8043478260869565
Bills,0.8422619047619047
Bengals,0.88125
Patriots,0.8961038961038961
49ers,0.900974025974026
Chargers,0.9031746031746032
Lions,0.9270516717325228
Packers,0.9316770186335404
Ravens,0.952922077922078
Colts,0.980952380952381
Cowboys,1.0636645962732918
Eagles,1.0673758865248226
Cardinals,1.0942028985507246
Broncos,1.1159420289855073
