Raiders,0.25
Jaguars,0.28125
Jets,0.46875
Buccaneers,0.48333333333333334
Redskins,0.5
Saints,0.5166666666666666
Browns,0.5520833333333333
Titans,0.5833333333333333
Rams,0.6145833333333333
Dolphins,0.6875
Patriots,0.6875
Vikings,0.7
Colts,0.7
Bears,0.71875
Chiefs,0.7333333333333334
Steelers,0.7333333333333334
Falcons,0.7333333333333334
Packers,0.7666666666666666
Panthers,0.78125
Bills,0.8125
Giants,0.8333333333333333
49ers,0.8666666666666667
Texans,0.90625
Eagles,0.90625
Cowboys,0.9166666666666666
Seahawks,0.9333333333333333
Lions,0.96875
Broncos,0.9880952380952381
Chargers,1.0
Ravens,1.0357142857142856
Bengals,1.25
Cardinals,1.3
