Jaguars,0.2777777777777778
Buccaneers,0.2777777777777778
Raiders,0.2777777777777778
Rams,0.5
Jets,0.5
Vikings,0.5555555555555556
Chiefs,0.5555555555555556
Saints,0.5555555555555556
Dolphins,0.6111111111111112
Packers,0.6111111111111112
Redskins,0.6111111111111112
Colts,0.6111111111111112
Browns,0.6111111111111112
Titans,0.6666666666666666
Giants,0.7222222222222222
49ers,0.7222222222222222
Texans,0.7777777777777777
Patriots,0.7777777777777777
Cowboys,0.8333333333333333
Broncos,0.8888888888888888
Lions,0.8888888888888888
Panthers,0.8888888888888888
Falcons,0.8888888888888888
Bears,0.8888888888888888
Seahawks,0.9444444444444444
Bills,0.9444444444444444
Steelers,0.9444444444444444
Ravens,1.0
Chargers,1.0555555555555556
Eagles,1.1111111111111112
Cardinals,1.2222222222222223
Bengals,1.2777777777777777
