Jaguars,0.2777777777777778
Raiders,0.27941176470588236
Buccaneers,0.3939393939393939
Redskins,0.43137254901960786
Jets,0.4607843137254902
Rams,0.4857142857142857
Falcons,0.5454545454545454
Vikings,0.5833333333333333
Titans,0.5989583333333333
Dolphins,0.6352941176470588
Saints,0.6428571428571429
Chiefs,0.7088235294117647
Steelers,0.7121212121212122
Texans,0.7285714285714285
Bears,0.7428571428571429
Giants,0.7714285714285714
Bills,0.8
Browns,0.8
Patriots,0.8602150537634408
Panthers,0.8647058823529412
Packers,0.8872549019607843
Seahawks,0.8941176470588235
Lions,0.8952380952380952
Colts,0.9238095238095237
Ravens,0.9322916666666666
49ers,0.9696969696969697
Chargers,1.0
Eagles,1.019047619047619
Bengals,1.0214285714285714
Cardinals,1.05
Cowboys,1.0606060606060606
Broncos,1.0727272727272728
