Raiders,0.2708333333333333
Jaguars,0.3
Buccaneers,0.4291666666666667
Jets,0.45
Redskins,0.4708333333333333
Titans,0.5043478260869565
Rams,0.53
Vikings,0.6291666666666667
Saints,0.6291666666666667
Falcons,0.6291666666666667
Bears,0.66
Chiefs,0.6608695652173913
Dolphins,0.7291666666666666
Browns,0.74
Steelers,0.7875
Patriots,0.8045454545454546
Packers,0.8291666666666666
Texans,0.8291666666666666
Colts,0.8291666666666666
Panthers,0.84
Giants,0.85
Lions,0.86
Bills,0.8916666666666666
Ravens,0.9043478260869565
49ers,0.9125
Eagles,0.9666666666666667
Bengals,0.99
Cowboys,1.0083333333333333
Broncos,1.0108695652173914
Chargers,1.0173913043478262
Cardinals,1.0416666666666667
Seahawks,1.0625
